,Text,cleaned_text,cleaned_text_final,Topic
1780,"Since I'm a woman, it seems like any time anyone doesn't know what to get me, they resort to body sprays and lotions because all women are supposed to like those, I think. As a result of that, I have years' worth of body sprays sitting around and going bad because I just don't like them. But this one is different.This smells more like the stem and leaves of the tomato plant, so it's an earthy yet refreshing scent. I always get questions and compliments about this spray. I love that it's not flowery or fruity. It's probably not something a super girly-girl would like, but for someone who doesn't like the usual scents, this is perfect.","['since', 'im', 'woman', 'seems', 'like', 'time', 'anyone', 'doesnt', 'know', 'get', 'resort', 'body', 'spray', 'lotion', 'woman', 'supposed', 'like', 'think', 'result', 'year', 'worth', 'body', 'spray', 'sitting', 'around', 'going', 'bad', 'dont', 'like', 'one', 'differentthis', 'smell', 'like', 'stem', 'leaf', 'tomato', 'plant', 'earthy', 'yet', 'refreshing', 'scent', 'always', 'get', 'question', 'compliment', 'spray', 'love', 'flowery', 'fruity', 'probably', 'something', 'super', 'girlygirl', 'would', 'like', 'someone', 'doesnt', 'like', 'usual', 'scent', 'perfect']","['since', 'im', 'woman', 'seem', 'like', 'time', 'anyone', 'doesnt', 'know', 'get', 'resort', 'body', 'spray', 'lotion', 'woman', 'suppose', 'like', 'think', 'result', 'year', 'worth', 'body', 'spray', 'sit', 'around', 'go', 'bad', 'dont', 'like', 'one', 'differentthis', 'smell', 'like', 'stem', 'leaf', 'tomato', 'plant', 'earthy', 'yet', 'refresh', 'scent', 'always', 'get', 'question', 'compliment', 'spray', 'love', 'flowery', 'fruity', 'probably', 'something', 'super', 'girlygirl', 'would', 'like', 'someone', 'doesnt', 'like', 'usual', 'scent', 'perfect']",2
1781,This leash is very well made. I feel very comfortable that it will hold up when taking our English Mastiff out for a walk.,"['leash', 'well', 'made', 'feel', 'comfortable', 'hold', 'taking', 'english', 'mastiff', 'walk']","['leash', 'well', 'make', 'feel', 'comfortable', 'hold', 'take', 'english', 'mastiff', 'walk']",4
1782,"the product was a gift for someone who loves the stuff. the process, ordering thru amazon and having it shipped to me from macy's, was wonderfully simple and easy -- this is even better than catalog-shopping!","['product', 'gift', 'someone', 'love', 'stuff', 'process', 'ordering', 'thru', 'amazon', 'shipped', 'macys', 'wonderfully', 'simple', 'easy', 'even', 'better', 'catalogshopping']","['product', 'gift', 'someone', 'love', 'stuff', 'process', 'order', 'thru', 'amazon', 'ship', 'macys', 'wonderfully', 'simple', 'easy', 'even', 'well', 'catalogshopping']",2
1783,"The Geotrax set is a great toy!!! We just bought the firestation and remote control firetruck for our son at Christmas. He is only 15 months old, but he loves this system!! Since Christmas, we have accumulated a large amount for his Geotrax system. We bought the Mountain Blast for him this month. This is a great addition!! Even though he is very young, he loves to push the dynamite to make the ""blast"" and he can understand how to work the remotes. He also loves to run the windmill. The Geotrax system seems to be very sturdy and durable for the younger children. It can get to be an expensive hobby. There are many more additions that we plan on getting him. The only draw back to that is finding room to store it all when it isn't being played with. Unfortunately, we do not have room to build it and leave it up all of the time, so we build him a small track to keep in his room all of the time and then we build the big layouts for him on the weekends. I love the fact that these additions do not have a bunch of little pieces that come apart, but it does present a problem as far as storage. There are a few things that they could do differently to make this set even better. The trains need to have 2 different speeds and go in reverse. That would make it alot more fun to play with. You will definetly need to invest in rechargeable batteries!!!!! You will go broke trying to replace regular batteries, they die out pretty fast. The rechargeables are more expensive to start, but they definetly pay off in the end. I would recommend this set to anyone with little kids - girls or boys. I have 10 year old twin girls that love to ""help"" their little brother play with his Geotrax. I think they have more fun with it than he does. It is a great toy for everyone in the family.","['geotrax', 'set', 'great', 'toy', 'bought', 'firestation', 'remote', 'control', 'firetruck', 'son', 'christmas', 'month', 'old', 'love', 'system', 'since', 'christmas', 'accumulated', 'large', 'amount', 'geotrax', 'system', 'bought', 'mountain', 'blast', 'month', 'great', 'addition', 'even', 'though', 'young', 'love', 'push', 'dynamite', 'make', 'blast', 'understand', 'work', 'remote', 'also', 'love', 'run', 'windmill', 'geotrax', 'system', 'seems', 'sturdy', 'durable', 'younger', 'child', 'get', 'expensive', 'hobby', 'many', 'addition', 'plan', 'getting', 'draw', 'back', 'finding', 'room', 'store', 'isnt', 'played', 'unfortunately', 'room', 'build', 'leave', 'time', 'build', 'small', 'track', 'keep', 'room', 'time', 'build', 'big', 'layout', 'weekend', 'love', 'fact', 'addition', 'bunch', 'little', 'piece', 'come', 'apart', 'present', 'problem', 'far', 'storage', 'thing', 'could', 'differently', 'make', 'set', 'even', 'better', 'train', 'need', 'different', 'speed', 'go', 'reverse', 'would', 'make', 'alot', 'fun', 'play', 'definetly', 'need', 'invest', 'rechargeable', 'battery', 'go', 'broke', 'trying', 'replace', 'regular', 'battery', 'die', 'pretty', 'fast', 'rechargeables', 'expensive', 'start', 'definetly', 'pay', 'end', 'would', 'recommend', 'set', 'anyone', 'little', 'kid', 'girl', 'boy', 'year', 'old', 'twin', 'girl', 'love', 'help', 'little', 'brother', 'play', 'geotrax', 'think', 'fun', 'great', 'toy', 'everyone', 'family']","['geotrax', 'set', 'great', 'toy', 'buy', 'firestation', 'remote', 'control', 'firetruck', 'son', 'christmas', 'month', 'old', 'love', 'system', 'since', 'christmas', 'accumulate', 'large', 'amount', 'geotrax', 'system', 'buy', 'mountain', 'blast', 'month', 'great', 'addition', 'even', 'though', 'young', 'love', 'push', 'dynamite', 'make', 'blast', 'understand', 'work', 'remote', 'also', 'love', 'run', 'windmill', 'geotrax', 'system', 'seem', 'sturdy', 'durable', 'young', 'child', 'get', 'expensive', 'hobby', 'many', 'addition', 'plan', 'get', 'draw', 'back', 'find', 'room', 'store', 'isnt', 'play', 'unfortunately', 'room', 'build', 'leave', 'time', 'build', 'small', 'track', 'keep', 'room', 'time', 'build', 'big', 'layout', 'weekend', 'love', 'fact', 'addition', 'bunch', 'little', 'piece', 'come', 'apart', 'present', 'problem', 'far', 'storage', 'thing', 'could', 'differently', 'make', 'set', 'even', 'well', 'train', 'need', 'different', 'speed', 'go', 'reverse', 'would', 'make', 'alot', 'fun', 'play', 'definetly', 'need', 'invest', 'rechargeable', 'battery', 'go', 'break', 'try', 'replace', 'regular', 'battery', 'die', 'pretty', 'fast', 'rechargeables', 'expensive', 'start', 'definetly', 'pay', 'end', 'would', 'recommend', 'set', 'anyone', 'little', 'kid', 'girl', 'boy', 'year', 'old', 'twin', 'girl', 'love', 'help', 'little', 'brother', 'play', 'geotrax', 'think', 'fun', 'great', 'toy', 'everyone', 'family']",6
1784,It worked pretty good for the first month and then it stopped spraying each time my labador would bark..,"['worked', 'pretty', 'good', 'first', 'month', 'stopped', 'spraying', 'time', 'labador', 'would', 'bark']","['work', 'pretty', 'good', 'first', 'month', 'stop', 'spray', 'time', 'labador', 'would', 'bark']",3
1785,Had looked high and low for several years hoping to find my second Conair Curling Combo. The one I have is a decade old and slowly wearing down. The new one offers a brush attachment which is great for using on the top and sides and the larger one is just right for the back. My only complaint is that the cord is noticeably shorter on the new one.,"['looked', 'high', 'low', 'several', 'year', 'hoping', 'find', 'second', 'conair', 'curling', 'combo', 'one', 'decade', 'old', 'slowly', 'wearing', 'new', 'one', 'offer', 'brush', 'attachment', 'great', 'using', 'top', 'side', 'larger', 'one', 'right', 'back', 'complaint', 'cord', 'noticeably', 'shorter', 'new', 'one']","['look', 'high', 'low', 'several', 'year', 'hop', 'find', 'second', 'conair', 'curl', 'combo', 'one', 'decade', 'old', 'slowly', 'wear', 'new', 'one', 'offer', 'brush', 'attachment', 'great', 'use', 'top', 'side', 'large', 'one', 'right', 'back', 'complaint', 'cord', 'noticeably', 'short', 'new', 'one']",2
1786,"I read the reviews on here and decided to wait until we'd had this litter box a while before commenting. We've had the regular (not deluxe) Scoop Maid for 6 months now. It has worked out really well for us. Before getting this litter box, we'd tried the conventional litter boxes and the self-cleaning type that you roll back and forth. We had problems with odors with both, but the biggest problem was that no one wanted to deal with the mess.We own 1 cat who is about to turn 6 years old. He weighs 13-14 pounds and eats Purina One. We change out the cartridge about once every 4 weeks. The box works just as the video instructions on amazon demonstrates. We just remove the cartridge and place it in the trash can outside without any mess. Very convenient.The criticisms I do have (why the product doesn't get 5 stars from me) is the cost. I paid around $95 for the regular one, and I think that price is a bit high for the product. In addition, there is only ONE place in my town where I have been able to find the refills. They charge $15.99 per cartridge, and $45.99 for a pack of 3 (a $2.00 savings). Since that's the only store that carries the refills in my town, I have to make sure to keep one cartridge on hand at all times so that I don't ever need a refill when the store is out of stock.","['read', 'review', 'decided', 'wait', 'wed', 'litter', 'box', 'commenting', 'weve', 'regular', 'deluxe', 'scoop', 'maid', 'month', 'worked', 'really', 'well', 'u', 'getting', 'litter', 'box', 'wed', 'tried', 'conventional', 'litter', 'box', 'selfcleaning', 'type', 'roll', 'back', 'forth', 'problem', 'odor', 'biggest', 'problem', 'one', 'wanted', 'deal', 'messwe', 'cat', 'turn', 'year', 'old', 'weighs', 'pound', 'eats', 'purina', 'one', 'change', 'cartridge', 'every', 'week', 'box', 'work', 'video', 'instruction', 'amazon', 'demonstrates', 'remove', 'cartridge', 'place', 'trash', 'outside', 'without', 'mess', 'convenientthe', 'criticism', 'product', 'doesnt', 'get', 'star', 'cost', 'paid', 'around', 'regular', 'one', 'think', 'price', 'bit', 'high', 'product', 'addition', 'one', 'place', 'town', 'able', 'find', 'refill', 'charge', 'per', 'cartridge', 'pack', 'saving', 'since', 'thats', 'store', 'carry', 'refill', 'town', 'make', 'sure', 'keep', 'one', 'cartridge', 'hand', 'time', 'dont', 'ever', 'need', 'refill', 'store', 'stock']","['read', 'review', 'decide', 'wait', 'wed', 'litter', 'box', 'comment', 'weve', 'regular', 'deluxe', 'scoop', 'maid', 'month', 'work', 'really', 'well', 'u', 'get', 'litter', 'box', 'wed', 'tried', 'conventional', 'litter', 'box', 'selfcleaning', 'type', 'roll', 'back', 'forth', 'problem', 'odor', 'big', 'problem', 'one', 'want', 'deal', 'messwe', 'cat', 'turn', 'year', 'old', 'weigh', 'pound', 'eats', 'purina', 'one', 'change', 'cartridge', 'every', 'week', 'box', 'work', 'video', 'instruction', 'amazon', 'demonstrate', 'remove', 'cartridge', 'place', 'trash', 'outside', 'without', 'mess', 'convenientthe', 'criticism', 'product', 'doesnt', 'get', 'star', 'cost', 'pay', 'around', 'regular', 'one', 'think', 'price', 'bit', 'high', 'product', 'addition', 'one', 'place', 'town', 'able', 'find', 'refill', 'charge', 'per', 'cartridge', 'pack', 'save', 'since', 'thats', 'store', 'carry', 'refill', 'town', 'make', 'sure', 'keep', 'one', 'cartridge', 'hand', 'time', 'dont', 'ever', 'need', 'refill', 'store', 'stock']",5
1787,"I have tried many self tanners and this is the best I have found. It gives you a nice natural glow, doesn't smell, and doesn't come off on your clothes. I love it.","['tried', 'many', 'self', 'tanner', 'best', 'found', 'give', 'nice', 'natural', 'glow', 'doesnt', 'smell', 'doesnt', 'come', 'clothes', 'love']","['try', 'many', 'self', 'tanner', 'best', 'find', 'give', 'nice', 'natural', 'glow', 'doesnt', 'smell', 'doesnt', 'come', 'clothes', 'love']",2
1788,"My sister (with yellow-blond hair) loved this product, so I tried it expecting the same. I have ashy blonde-brown hair. It bleached my hair into this awful shade of orange-red. Terrible! There should be a warning on it! I'll be complaining to clairol.","['sister', 'yellowblond', 'hair', 'loved', 'product', 'tried', 'expecting', 'ashy', 'blondebrown', 'hair', 'bleached', 'hair', 'awful', 'shade', 'orangered', 'terrible', 'warning', 'ill', 'complaining', 'clairol']","['sister', 'yellowblond', 'hair', 'love', 'product', 'try', 'expect', 'ashy', 'blondebrown', 'hair', 'bleach', 'hair', 'awful', 'shade', 'orangered', 'terrible', 'warning', 'ill', 'complain', 'clairol']",2
1789,"This item broke almost immediately. It leaked water and the pump was loud and distracting. It's unfortunate, since the idea of fresh water for our pets was a very attractive idea, but I went back to the good ol' water bowl after this waste of money.","['item', 'broke', 'almost', 'immediately', 'leaked', 'water', 'pump', 'loud', 'distracting', 'unfortunate', 'since', 'idea', 'fresh', 'water', 'pet', 'attractive', 'idea', 'went', 'back', 'good', 'ol', 'water', 'bowl', 'waste', 'money']","['item', 'break', 'almost', 'immediately', 'leaked', 'water', 'pump', 'loud', 'distract', 'unfortunate', 'since', 'idea', 'fresh', 'water', 'pet', 'attractive', 'idea', 'go', 'back', 'good', 'ol', 'water', 'bowl', 'waste', 'money']",3
1790,"We bought this potty as our 1st try. First of all it is extremely difficult to empty, you have to completely take it apart to empty the pot. Not to mention pee gets into every nook and cranny.....the whole inside is hollow and full of these squares that you can't possibly clean in less you soak it in hot soapy water. Just a pain!! The opening is smaller than most and completly flat. Very difficult to use. We bought the graco soft seat potty. What a HUGE difference!!!!","['bought', 'potty', 'st', 'try', 'first', 'extremely', 'difficult', 'empty', 'completely', 'take', 'apart', 'empty', 'pot', 'mention', 'pee', 'get', 'every', 'nook', 'crannythe', 'whole', 'inside', 'hollow', 'full', 'square', 'cant', 'possibly', 'clean', 'le', 'soak', 'hot', 'soapy', 'water', 'pain', 'opening', 'smaller', 'completly', 'flat', 'difficult', 'use', 'bought', 'graco', 'soft', 'seat', 'potty', 'huge', 'difference']","['buy', 'potty', 'st', 'try', 'first', 'extremely', 'difficult', 'empty', 'completely', 'take', 'apart', 'empty', 'pot', 'mention', 'pee', 'get', 'every', 'nook', 'crannythe', 'whole', 'inside', 'hollow', 'full', 'square', 'cant', 'possibly', 'clean', 'le', 'soak', 'hot', 'soapy', 'water', 'pain', 'open', 'small', 'completly', 'flat', 'difficult', 'use', 'buy', 'graco', 'soft', 'seat', 'potty', 'huge', 'difference']",3
1791,"We have a new dog that we adopted from the shelter, and she loves to chew on EVERYTHING. When I got this in the mail, she was so excited, she took it in her mouth and ran in the other room to chew. She loves this and it keeps her (somewhat) from chewing on the furniture, etc. Just make sure and pick it up before heading to bed at night - I've stepped on it in the dark - ouch! LOL","['new', 'dog', 'adopted', 'shelter', 'love', 'chew', 'everything', 'got', 'mail', 'excited', 'took', 'mouth', 'ran', 'room', 'chew', 'love', 'keep', 'somewhat', 'chewing', 'furniture', 'etc', 'make', 'sure', 'pick', 'heading', 'bed', 'night', 'ive', 'stepped', 'dark', 'ouch', 'lol']","['new', 'dog', 'adopt', 'shelter', 'love', 'chew', 'everything', 'get', 'mail', 'excite', 'take', 'mouth', 'ran', 'room', 'chew', 'love', 'keep', 'somewhat', 'chewing', 'furniture', 'etc', 'make', 'sure', 'pick', 'heading', 'bed', 'night', 'ive', 'step', 'dark', 'ouch', 'lol']",4
1792,"We purchased our first food ball over a couple years ago and we now have four. We're extremely happy with them! We purchased these because we have two cats, both indoors, and we felt like they needed some additional stimulation during the day, plus both of our cats would eat way too fast when we would feed them from a bowl (sometimes resulting in piles of vomit throughout the house - not cool). It didn't take long for our cats to figure these balls out - I just rolled it around in front of them to show them how and they got it right away. These work perfectly for what we needed them for. These food balls have held up very well. We have all four colors, but for some reason our cats prefer the pink and orange balls - those are always the ones that end up empty first (not sure why), though they will eat from the green and blue ones when the pink and orange are empty. The only caveat with these is that they are not the easiest things to clean, but I haven't really had to clean them since the first cleaning I gave them after I purchased them. Highly recommend these!","['purchased', 'first', 'food', 'ball', 'couple', 'year', 'ago', 'four', 'extremely', 'happy', 'purchased', 'two', 'cat', 'indoors', 'felt', 'like', 'needed', 'additional', 'stimulation', 'day', 'plus', 'cat', 'would', 'eat', 'way', 'fast', 'would', 'feed', 'bowl', 'sometimes', 'resulting', 'pile', 'vomit', 'throughout', 'house', 'cool', 'didnt', 'take', 'long', 'cat', 'figure', 'ball', 'rolled', 'around', 'front', 'show', 'got', 'right', 'away', 'work', 'perfectly', 'needed', 'food', 'ball', 'held', 'well', 'four', 'color', 'reason', 'cat', 'prefer', 'pink', 'orange', 'ball', 'always', 'one', 'end', 'empty', 'first', 'sure', 'though', 'eat', 'green', 'blue', 'one', 'pink', 'orange', 'empty', 'caveat', 'easiest', 'thing', 'clean', 'havent', 'really', 'clean', 'since', 'first', 'cleaning', 'gave', 'purchased', 'highly', 'recommend']","['purchase', 'first', 'food', 'ball', 'couple', 'year', 'ago', 'four', 'extremely', 'happy', 'purchase', 'two', 'cat', 'indoors', 'felt', 'like', 'need', 'additional', 'stimulation', 'day', 'plus', 'cat', 'would', 'eat', 'way', 'fast', 'would', 'fee', 'bowl', 'sometimes', 'result', 'pile', 'vomit', 'throughout', 'house', 'cool', 'didnt', 'take', 'long', 'cat', 'figure', 'ball', 'roll', 'around', 'front', 'show', 'get', 'right', 'away', 'work', 'perfectly', 'need', 'food', 'ball', 'hold', 'well', 'four', 'color', 'reason', 'cat', 'prefer', 'pink', 'orange', 'ball', 'always', 'one', 'end', 'empty', 'first', 'sure', 'though', 'eat', 'green', 'blue', 'one', 'pink', 'orange', 'empty', 'caveat', 'easy', 'thing', 'clean', 'havent', 'really', 'clean', 'since', 'first', 'cleaning', 'give', 'purchase', 'highly', 'recommend']",3
1793,"This Little People Toy is Great and So Much Fun!!!!! I bought it for Christmas for My Nephew and my sister tells me he Loves it!!!!! He Loves to hear the Sounds, and put the Firefighter to Bed and the down the Drop Hole to his Truck! He also has learned from it! Just a Great Toy and a Great Gift to anyone!! I Highly Reccommend it!!!!!! Great Job Fisher Price!","['little', 'people', 'toy', 'great', 'much', 'fun', 'bought', 'christmas', 'nephew', 'sister', 'tell', 'love', 'love', 'hear', 'sound', 'put', 'firefighter', 'bed', 'drop', 'hole', 'truck', 'also', 'learned', 'great', 'toy', 'great', 'gift', 'anyone', 'highly', 'reccommend', 'great', 'job', 'fisher', 'price']","['little', 'people', 'toy', 'great', 'much', 'fun', 'buy', 'christmas', 'nephew', 'sister', 'tell', 'love', 'love', 'hear', 'sound', 'put', 'firefighter', 'bed', 'drop', 'hole', 'truck', 'also', 'learn', 'great', 'toy', 'great', 'gift', 'anyone', 'highly', 'reccommend', 'great', 'job', 'fisher', 'price']",0
1794,"I had my hair styled at a salon before a night at the ballet. My hair is very strait & never holds a curl, but the stylist used this and it worked magic! It even had curls the next morning! So i splurged & spent $120 on this iron and i am so dissapointed. It dosnt have a clamp to hold hair in place while curling, so you have to find a way to hold it yourself. Even with the heat glove i purchased with it, i have managed to burn my arm everytime i pick it up. And its very hard to use. I am now looking for another curling iron :-(","['hair', 'styled', 'salon', 'night', 'ballet', 'hair', 'strait', 'never', 'hold', 'curl', 'stylist', 'used', 'worked', 'magic', 'even', 'curl', 'next', 'morning', 'splurged', 'spent', 'iron', 'dissapointed', 'dosnt', 'clamp', 'hold', 'hair', 'place', 'curling', 'find', 'way', 'hold', 'even', 'heat', 'glove', 'purchased', 'managed', 'burn', 'arm', 'everytime', 'pick', 'hard', 'use', 'looking', 'another', 'curling', 'iron']","['hair', 'style', 'salon', 'night', 'ballet', 'hair', 'strait', 'never', 'hold', 'curl', 'stylist', 'use', 'work', 'magic', 'even', 'curl', 'next', 'morning', 'splurge', 'spent', 'iron', 'dissapointed', 'dosnt', 'clamp', 'hold', 'hair', 'place', 'curl', 'find', 'way', 'hold', 'even', 'heat', 'glove', 'purchase', 'manage', 'burn', 'arm', 'everytime', 'pick', 'hard', 'use', 'look', 'another', 'curling', 'iron']",2
1795,"I was just now setting up this stupid game I got for my 9-yr-old son who asked for it. There are at LEAST 9 spots to land where you're supposed to sue your neighbor and get 100,000. I have a real problem with that. Another is where you get cosmetic surgery...what? I came online to see what alternatives I could come up with and make my own stickers to put over top of the extra bad spots. Definately should have read the reviews. I didn't have this one as a kid, but I can't immagine it being like this.","['setting', 'stupid', 'game', 'got', 'yrold', 'son', 'asked', 'least', 'spot', 'land', 'youre', 'supposed', 'sue', 'neighbor', 'get', 'real', 'problem', 'another', 'get', 'cosmetic', 'surgerywhat', 'came', 'online', 'see', 'alternative', 'could', 'come', 'make', 'sticker', 'put', 'top', 'extra', 'bad', 'spot', 'definately', 'read', 'review', 'didnt', 'one', 'kid', 'cant', 'immagine', 'like']","['set', 'stupid', 'game', 'get', 'yrold', 'son', 'ask', 'least', 'spot', 'land', 'youre', 'suppose', 'sue', 'neighbor', 'get', 'real', 'problem', 'another', 'get', 'cosmetic', 'surgerywhat', 'come', 'online', 'see', 'alternative', 'could', 'come', 'make', 'sticker', 'put', 'top', 'extra', 'bad', 'spot', 'definately', 'read', 'review', 'didnt', 'one', 'kid', 'cant', 'immagine', 'like']",6
1796,POSITIVE,['positive'],['positive'],3
1797,"I read the reviews for this and wasn't sure what to expect, but for under $5 it was worth the risk. We have two kittens and it is hilarious to watch them chase the laser around the room and up the walls. Like any toy, they will get bored so using it for short periods of time and then letting it disappear for a while works best. Of the 5 images that can be produced, the dot is the brightest and seems to be the most intriguing for the cats. The smiley face, mouse, butterfly and star are more interesting to the owners than they are to the cats...the cats just want to chase a bright light around and these images are not as precise or bright so they seem to be less fun to chase. If you buy it and your cats don't like it, it makes a great laser pointer for presentations (if you do them)!","['read', 'review', 'wasnt', 'sure', 'expect', 'worth', 'risk', 'two', 'kitten', 'hilarious', 'watch', 'chase', 'laser', 'around', 'room', 'wall', 'like', 'toy', 'get', 'bored', 'using', 'short', 'period', 'time', 'letting', 'disappear', 'work', 'best', 'image', 'produced', 'dot', 'brightest', 'seems', 'intriguing', 'cat', 'smiley', 'face', 'mouse', 'butterfly', 'star', 'interesting', 'owner', 'catsthe', 'cat', 'want', 'chase', 'bright', 'light', 'around', 'image', 'precise', 'bright', 'seem', 'le', 'fun', 'chase', 'buy', 'cat', 'dont', 'like', 'make', 'great', 'laser', 'pointer', 'presentation']","['read', 'review', 'wasnt', 'sure', 'expect', 'worth', 'risk', 'two', 'kitten', 'hilarious', 'watch', 'chase', 'laser', 'around', 'room', 'wall', 'like', 'toy', 'get', 'bore', 'use', 'short', 'period', 'time', 'let', 'disappear', 'work', 'best', 'image', 'produce', 'dot', 'bright', 'seem', 'intriguing', 'cat', 'smiley', 'face', 'mouse', 'butterfly', 'star', 'interest', 'owner', 'catsthe', 'cat', 'want', 'chase', 'bright', 'light', 'around', 'image', 'precise', 'bright', 'seem', 'le', 'fun', 'chase', 'buy', 'cat', 'dont', 'like', 'make', 'great', 'laser', 'pointer', 'presentation']",1
1798,I have owned an Andis hair dryer before and loved it- I had to leave it when I sold my home. I quickly ordered a new one for my present home (a slightly upgraded version) and am extremely pleased. It is very quiet and the nightlight is very useful during the night. I would highly recommend this dryer.,"['owned', 'andis', 'hair', 'dryer', 'loved', 'leave', 'sold', 'home', 'quickly', 'ordered', 'new', 'one', 'present', 'home', 'slightly', 'upgraded', 'version', 'extremely', 'pleased', 'quiet', 'nightlight', 'useful', 'night', 'would', 'highly', 'recommend', 'dryer']","['own', 'andis', 'hair', 'dryer', 'love', 'leave', 'sell', 'home', 'quickly', 'order', 'new', 'one', 'present', 'home', 'slightly', 'upgraded', 'version', 'extremely', 'pleased', 'quiet', 'nightlight', 'useful', 'night', 'would', 'highly', 'recommend', 'dryer']",2
1799,"I have used this product for years. Amazon is the only place I could find it this time, so I bought extra. I use the real J'adore and this smells just like it and lasts a long time on your pet.","['used', 'product', 'year', 'amazon', 'place', 'could', 'find', 'time', 'bought', 'extra', 'use', 'real', 'jadore', 'smell', 'like', 'last', 'long', 'time', 'pet']","['use', 'product', 'year', 'amazon', 'place', 'could', 'find', 'time', 'buy', 'extra', 'use', 'real', 'jadore', 'smell', 'like', 'last', 'long', 'time', 'pet']",2
1800,"I have five cats that range in ages from 3 years to 15 years old. This toy is enjoyed by all. My 15 year old is lazy and had not played in years with ANY toy other than the Turbo Scratcher. She is obsessed with the Cat Charmer as are all my cats.The Cat Charmer is an attractive well made toy. The stick part is a clear strong but slightly flexible plastic.The ""ribbon"" part is a four foot long narrow strip of a stretchy polar fleece type of material. It does sometimes get snagged on the cats claws. However a flick of your wrist and it comes undone.One of the best things about this toy is that you don't have to move around too much to entertain the cat with it because the ""ribbon"" is so long. Also it's a quiet toy.Overall, I think this would be a great toy to add to your cats toy collection!","['five', 'cat', 'range', 'age', 'year', 'year', 'old', 'toy', 'enjoyed', 'year', 'old', 'lazy', 'played', 'year', 'toy', 'turbo', 'scratcher', 'obsessed', 'cat', 'charmer', 'catsthe', 'cat', 'charmer', 'attractive', 'well', 'made', 'toy', 'stick', 'part', 'clear', 'strong', 'slightly', 'flexible', 'plasticthe', 'ribbon', 'part', 'four', 'foot', 'long', 'narrow', 'strip', 'stretchy', 'polar', 'fleece', 'type', 'material', 'sometimes', 'get', 'snagged', 'cat', 'claw', 'however', 'flick', 'wrist', 'come', 'undoneone', 'best', 'thing', 'toy', 'dont', 'move', 'around', 'much', 'entertain', 'cat', 'ribbon', 'long', 'also', 'quiet', 'toyoverall', 'think', 'would', 'great', 'toy', 'add', 'cat', 'toy', 'collection']","['five', 'cat', 'range', 'age', 'year', 'year', 'old', 'toy', 'enjoy', 'year', 'old', 'lazy', 'play', 'year', 'toy', 'turbo', 'scratcher', 'obsess', 'cat', 'charmer', 'catsthe', 'cat', 'charmer', 'attractive', 'well', 'make', 'toy', 'stick', 'part', 'clear', 'strong', 'slightly', 'flexible', 'plasticthe', 'ribbon', 'part', 'four', 'foot', 'long', 'narrow', 'strip', 'stretchy', 'polar', 'fleece', 'type', 'material', 'sometimes', 'get', 'snagged', 'cat', 'claw', 'however', 'flick', 'wrist', 'come', 'undoneone', 'best', 'thing', 'toy', 'dont', 'move', 'around', 'much', 'entertain', 'cat', 'ribbon', 'long', 'also', 'quiet', 'toyoverall', 'think', 'would', 'great', 'toy', 'add', 'cat', 'toy', 'collection']",0
1801,"To be honest, I do not own a huge dog (my pup is only 10 pounds)...so why did I get the huge bed? I have a good, old-fashioned bamboo mama-san (bowl)chair that I have not been able to part with. However, the cushions get well worn and can be lumpy or simply not in colors that I would like. I decided to try the largest size dog bed and it is a PERFECT fit! It is far superior in cushioning and so comfy that my family fights over who gets to sit in the chair. We even bought a second one and now have one as a floor cushion for lounging on. These are HIGH quality, well-made and come in fabrics that match my furniture, so they are WELL worth purchasing...EVEN if you have a BIG DOG that is going to use it instead of a big kid!","['honest', 'huge', 'dog', 'pup', 'poundsso', 'get', 'huge', 'bed', 'good', 'oldfashioned', 'bamboo', 'mamasan', 'bowlchair', 'able', 'part', 'however', 'cushion', 'get', 'well', 'worn', 'lumpy', 'simply', 'color', 'would', 'like', 'decided', 'try', 'largest', 'size', 'dog', 'bed', 'perfect', 'fit', 'far', 'superior', 'cushioning', 'comfy', 'family', 'fight', 'get', 'sit', 'chair', 'even', 'bought', 'second', 'one', 'one', 'floor', 'cushion', 'lounging', 'high', 'quality', 'wellmade', 'come', 'fabric', 'match', 'furniture', 'well', 'worth', 'purchasingeven', 'big', 'dog', 'going', 'use', 'instead', 'big', 'kid']","['honest', 'huge', 'dog', 'pup', 'poundsso', 'get', 'huge', 'bed', 'good', 'oldfashioned', 'bamboo', 'mamasan', 'bowlchair', 'able', 'part', 'however', 'cushion', 'get', 'well', 'worn', 'lumpy', 'simply', 'color', 'would', 'like', 'decide', 'try', 'large', 'size', 'dog', 'bed', 'perfect', 'fit', 'far', 'superior', 'cushion', 'comfy', 'family', 'fight', 'get', 'sit', 'chair', 'even', 'buy', 'second', 'one', 'one', 'floor', 'cushion', 'lounge', 'high', 'quality', 'wellmade', 'come', 'fabric', 'match', 'furniture', 'well', 'worth', 'purchasingeven', 'big', 'dog', 'go', 'use', 'instead', 'big', 'kid']",3
